Date,Average Temperature (°C),City
2024-07-09,27.23333333,Istanbul
2024-07-10,27.79583333,Istanbul
2024-07-11,24.78333333,Istanbul
2024-07-12,26.35416667,Istanbul
2024-07-13,26.85416667,Istanbul
2024-07-14,26.72916667,Istanbul
2024-07-15,26.87916667,Istanbul
2024-07-16,28.05416667,Istanbul
2024-07-17,29.01666667,Istanbul
2024-07-18,29.05,Istanbul
2024-07-19,28.725,Istanbul
2024-07-20,28.32083333,Istanbul
2024-07-21,28.07916667,Istanbul
2024-07-22,28.55833333,Istanbul
2024-07-23,27.19583333,Istanbul
2024-07-24,26.625,Istanbul
2024-07-25,26.5,Istanbul
2024-07-26,23.79166667,Istanbul
2024-07-27,23.9375,Istanbul
2024-07-28,26.05416667,Istanbul
2024-07-29,26.9625,Istanbul
2024-07-30,25.55416667,Istanbul
2024-07-31,24.49583333,Istanbul
2024-08-01,24.39166667,Istanbul
2024-08-02,24.70416667,Istanbul
2024-08-03,26.05416667,Istanbul
2024-08-04,26.98333333,Istanbul
2024-08-05,24.85833333,Istanbul
2024-08-06,25.875,Istanbul
2024-08-07,23.72083333,Istanbul
2024-08-08,24.55416667,Istanbul
2024-08-09,25.8,Istanbul
2024-08-10,25.96666667,Istanbul
2024-08-11,26.4375,Istanbul
2024-08-12,26.2125,Istanbul
2024-08-13,26.7625,Istanbul
2024-08-14,27.43333333,Istanbul
2024-08-15,25.89583333,Istanbul
2024-08-16,25.1375,Istanbul
2024-08-17,25.25,Istanbul
2024-08-18,25.10416667,Istanbul
2024-08-19,24.3875,Istanbul
2024-08-20,24.6,Istanbul
2024-08-21,24.3375,Istanbul
2024-08-22,25.55416667,Istanbul
2024-08-23,26.02916667,Istanbul
2024-08-24,26.0125,Istanbul
2024-08-25,25.44166667,Istanbul
2024-08-26,26.08333333,Istanbul
2024-08-27,24.72083333,Istanbul
2024-08-28,24.16666667,Istanbul
2024-08-29,24.075,Istanbul
2024-08-30,23.00416667,Istanbul
2024-08-31,23.47916667,Istanbul
2024-09-01,23.51666667,Istanbul
2024-09-02,21.9375,Istanbul
2024-09-03,23.93333333,Istanbul
2024-09-04,24.33333333,Istanbul
2024-09-05,23.60833333,Istanbul
2024-09-06,23.57083333,Istanbul
2024-09-07,22.70416667,Istanbul
2024-09-08,21.80416667,Istanbul
2024-09-09,22.4875,Istanbul
2024-09-10,24.49166667,Istanbul
2024-09-11,23.72916667,Istanbul
2024-09-12,23.95,Istanbul
2024-09-13,25.18333333,Istanbul
2024-09-14,26.675,Istanbul
2024-09-15,21.1125,Istanbul
2024-09-16,20.7125,Istanbul
2024-09-17,20.225,Istanbul
2024-09-18,20.27916667,Istanbul
2024-09-19,19.80416667,Istanbul
2024-09-20,20.0125,Istanbul
2024-09-21,19.62916667,Istanbul
2024-09-22,20.17916667,Istanbul
2024-09-23,19.1125,Istanbul
2024-09-24,20.30833333,Istanbul
2024-09-25,20.94583333,Istanbul
2024-09-26,21.11666667,Istanbul
2024-09-27,21.52083333,Istanbul
2024-09-28,22.35833333,Istanbul
2024-09-29,22.37083333,Istanbul
2024-09-30,16.39583333,Istanbul
2024-10-01,16.3875,Istanbul
2024-10-02,17.67083333,Istanbul
2024-10-03,18.45833333,Istanbul
2024-10-04,21.92916667,Istanbul
2024-10-05,24.4875,Istanbul
2024-10-06,22.1625,Istanbul
2024-10-07,18.75416667,Istanbul
2024-10-08,18.47916667,Istanbul
2024-10-09,19.68333333,Istanbul
2024-10-10,21.4875,Istanbul
2024-10-11,23.01666667,Istanbul
2024-10-12,19.075,Istanbul
2024-10-13,16.45416667,Istanbul
2024-10-14,16.05,Istanbul
2024-10-15,16.44583333,Istanbul
2024-10-16,15.12916667,Istanbul
2024-10-17,13.25833333,Istanbul
2024-10-18,12.4375,Istanbul
2024-10-19,12.30833333,Istanbul
2024-10-20,12.225,Istanbul
2024-10-21,12.88333333,Istanbul
2024-10-22,13.52916667,Istanbul
2024-10-23,13.8375,Istanbul
2024-10-24,14.41666667,Istanbul
2024-10-25,14.31666667,Istanbul
2024-10-26,13.7625,Istanbul
2024-10-27,14.56666667,Istanbul
2024-10-28,14.44166667,Istanbul
2024-10-29,14.825,Istanbul
2024-10-30,14.87916667,Istanbul
2024-10-31,14.7125,Istanbul
2010-01-01,15.925,Izmir
2010-01-02,14.42916667,Izmir
2010-01-03,12.13333333,Izmir
2010-01-04,7.204166667,Izmir
2010-01-05,6.325,Izmir
2010-01-06,13.3375,Izmir
2010-01-07,15.12916667,Izmir
2010-01-08,13.3875,Izmir
2010-01-09,14.77083333,Izmir
2010-01-10,14.6625,Izmir
2010-01-11,11.72916667,Izmir
2010-01-12,10.61666667,Izmir
2010-01-13,10.0125,Izmir
2010-01-14,9.629166667,Izmir
2010-01-15,9.0875,Izmir
2010-01-16,7.104166667,Izmir
2010-01-17,7.8,Izmir
2010-01-18,9.179166667,Izmir
2010-01-19,7.583333333,Izmir
2010-01-20,4.55,Izmir
2010-01-21,5.654166667,Izmir
2010-01-22,5.775,Izmir
2010-01-23,2.458333333,Izmir
2010-01-24,0.729166667,Izmir
2010-01-25,-0.183333333,Izmir
2010-01-26,0.154166667,Izmir
2010-01-27,2.741666667,Izmir
2010-01-28,6.708333333,Izmir
2010-01-29,11.22916667,Izmir
2010-01-30,11.30416667,Izmir
2010-01-31,11.375,Izmir
2010-02-01,11.29583333,Izmir
2010-02-02,8.891666667,Izmir
2010-02-03,2.920833333,Izmir
2010-02-04,4.241666667,Izmir
2010-02-05,3.345833333,Izmir
2010-02-06,5.0875,Izmir
2010-02-07,9.008333333,Izmir
2010-02-08,9.404166667,Izmir
2010-02-09,8.570833333,Izmir
2010-02-10,9.916666667,Izmir
2010-02-11,13.40416667,Izmir
2010-02-12,13.325,Izmir
2010-02-13,12.775,Izmir
2010-02-14,11.325,Izmir
2010-02-15,14.225,Izmir
2010-02-16,12.07083333,Izmir
2010-02-17,13.34166667,Izmir
2010-02-18,14.82083333,Izmir
2010-02-19,14.35416667,Izmir
2010-02-20,16.60416667,Izmir
2010-02-21,14.275,Izmir
2010-02-22,11.79166667,Izmir
2010-02-23,12.05,Izmir
2010-02-24,13.14166667,Izmir
2010-02-25,12.01666667,Izmir
2010-02-26,11.7625,Izmir
2010-02-27,10.45416667,Izmir
2010-02-28,10.50416667,Izmir
2010-03-01,10.92916667,Izmir
2010-03-02,13.6375,Izmir
2010-03-03,11.69583333,Izmir
2010-03-04,12.37916667,Izmir
2010-03-05,14.44166667,Izmir
2010-03-06,13.1375,Izmir
2010-03-07,9.729166667,Izmir
2010-03-08,12.86666667,Izmir
2010-03-09,12.54166667,Izmir
2010-03-10,10.92083333,Izmir
2010-03-11,12.55833333,Izmir
2010-03-12,12.72083333,Izmir
2010-03-13,12.95,Izmir
2010-03-14,10.75,Izmir
2010-03-15,9.108333333,Izmir
2010-03-16,9.558333333,Izmir
2010-03-17,9.833333333,Izmir
2010-03-18,7.145833333,Izmir
2010-03-19,8.766666667,Izmir
2010-03-20,10.49166667,Izmir
2010-03-21,11.83333333,Izmir
2010-03-22,12.3125,Izmir
2010-03-23,14.86666667,Izmir
2010-03-24,14.26666667,Izmir
2010-03-25,12.88333333,Izmir
2010-03-26,11.62083333,Izmir
2010-03-27,11.71666667,Izmir
2010-03-28,13.3,Izmir
2010-03-29,13.35,Izmir
2010-03-30,13.575,Izmir
2010-03-31,14.975,Izmir
2010-04-01,16.07083333,Izmir
2010-04-02,15.2625,Izmir
2010-04-03,14.87083333,Izmir
2010-04-04,15.53333333,Izmir
2010-04-05,16.325,Izmir
2010-04-06,13.20833333,Izmir
2010-04-07,12.5,Izmir
2010-04-08,13.525,Izmir
2010-04-09,12.57916667,Izmir
2010-04-10,12.82916667,Izmir
2010-04-11,12.86666667,Izmir
2010-04-12,12.14583333,Izmir
2010-04-13,13.95416667,Izmir
2010-04-14,15.59166667,Izmir
2010-04-15,16.84583333,Izmir
2010-04-16,19.20416667,Izmir
2010-04-17,20.25,Izmir
2010-04-18,19.47083333,Izmir
2010-04-19,18.9875,Izmir
2010-04-20,16.8875,Izmir
2010-04-21,14.95416667,Izmir
2010-04-22,16.575,Izmir
2010-04-23,19.05416667,Izmir
2010-04-24,18.93333333,Izmir
2010-04-25,20.20416667,Izmir
2010-04-26,18.35833333,Izmir
2010-04-27,15.37083333,Izmir
2010-04-28,14.54583333,Izmir
2010-04-29,15.02916667,Izmir
2010-04-30,16.0125,Izmir
2010-05-01,17.42916667,Izmir
2010-05-02,18.175,Izmir
2010-05-03,19.94166667,Izmir
2010-05-04,21.46666667,Izmir
2010-05-05,21.60833333,Izmir
2010-05-06,22.4125,Izmir
2010-05-07,20.83333333,Izmir
2010-05-08,22.225,Izmir
2010-05-09,21.4875,Izmir
2010-05-10,21.34583333,Izmir
2010-05-11,22.8375,Izmir
2010-05-12,24.72916667,Izmir
2010-05-13,25.25833333,Izmir
2010-05-14,23.85,Izmir
2010-05-15,24.34166667,Izmir
2010-05-16,21.1125,Izmir
2010-05-17,19.67083333,Izmir
2010-05-18,17.0625,Izmir
2010-05-19,17.9125,Izmir
2010-05-20,19.27083333,Izmir
2010-05-21,17.7375,Izmir
2010-05-22,17.125,Izmir
2010-05-23,18.8125,Izmir
2010-05-24,19.87083333,Izmir
2010-05-25,20.60416667,Izmir
2010-05-26,21.90416667,Izmir
2010-05-27,23.0875,Izmir
2010-05-28,24.22916667,Izmir
2010-05-29,24.19583333,Izmir
2010-05-30,25.34583333,Izmir
2010-05-31,26.48333333,Izmir
2010-06-01,24.37083333,Izmir
2010-06-02,22.5125,Izmir
2010-06-03,22.09583333,Izmir
2010-06-04,21.7,Izmir
2010-06-05,22.4375,Izmir
2010-06-06,21.01666667,Izmir
2010-06-07,20.7625,Izmir
2010-06-08,22.0625,Izmir
2010-06-09,22.24166667,Izmir
2010-06-10,23.9625,Izmir
2010-06-11,25,Izmir
2010-06-12,26.525,Izmir
2010-06-13,26.78333333,Izmir
2010-06-14,27.90833333,Izmir
2010-06-15,29.2375,Izmir
2010-06-16,29.79583333,Izmir
2010-06-17,30.81666667,Izmir
2010-06-18,29.1375,Izmir
2010-06-19,27.00416667,Izmir
2010-06-20,26.61666667,Izmir
2010-06-21,26.5,Izmir
2010-06-22,24.225,Izmir
2010-06-23,21.5625,Izmir
2010-06-24,22.85416667,Izmir
2010-06-25,21.92916667,Izmir
2010-06-26,23.2625,Izmir
2010-06-27,24.64583333,Izmir
2010-06-28,24.75416667,Izmir
2010-06-29,24.27916667,Izmir
2010-06-30,24.8875,Izmir
2010-07-01,26.27083333,Izmir
2010-07-02,28.14583333,Izmir
2010-07-03,28.68333333,Izmir
2010-07-04,28.38333333,Izmir
2010-07-05,28.25416667,Izmir
2010-07-06,28.0875,Izmir
2010-07-07,28.98333333,Izmir
2010-07-08,26.42083333,Izmir
2010-07-09,24.2625,Izmir
2010-07-10,25.85,Izmir
2010-07-11,27.52916667,Izmir
2010-07-12,28.25416667,Izmir
2010-07-13,28.47916667,Izmir
2010-07-14,29.775,Izmir
2010-07-15,30.3125,Izmir
2010-07-16,29.8625,Izmir
2010-07-17,30.15833333,Izmir
2010-07-18,30.22916667,Izmir
2010-07-19,30.59583333,Izmir
2010-07-20,29.82916667,Izmir
2010-07-21,28.99166667,Izmir
2010-07-22,29.51666667,Izmir
2010-07-23,30.5875,Izmir
2010-07-24,29.77083333,Izmir
2010-07-25,30.19166667,Izmir
2010-07-26,28.0125,Izmir
2010-07-27,26.37083333,Izmir
2010-07-28,26.4875,Izmir
2010-07-29,28.04583333,Izmir
2010-07-30,29.0875,Izmir
2010-07-31,28.8,Izmir
2010-08-01,27.80833333,Izmir
2010-08-02,30.80416667,Izmir
2010-08-03,30.10416667,Izmir
2010-08-04,29.07083333,Izmir
2010-08-05,29.1125,Izmir
2010-08-06,28.95416667,Izmir
2010-08-07,28.6875,Izmir
2010-08-08,29.62916667,Izmir
2010-08-09,30.82083333,Izmir
2010-08-10,31.89583333,Izmir
2010-08-11,32.7,Izmir
2010-08-12,33.01666667,Izmir
2010-08-13,32.725,Izmir
2010-08-14,31.675,Izmir
2010-08-15,32.12916667,Izmir
2010-08-16,31.95416667,Izmir
2010-08-17,30.68333333,Izmir
2010-08-18,31.69166667,Izmir
2010-08-19,31.93333333,Izmir
2010-08-20,31.4125,Izmir
2010-08-21,28.67916667,Izmir
2010-08-22,27.19166667,Izmir
2010-08-23,28.275,Izmir
2010-08-24,28.25,Izmir
2010-08-25,28.39166667,Izmir
2010-08-26,29.42916667,Izmir
2010-08-27,30.44166667,Izmir
2010-08-28,29.08333333,Izmir
2010-08-29,28.09583333,Izmir
2010-08-30,27.97083333,Izmir
2010-08-31,26.6875,Izmir
2010-09-01,23.64166667,Izmir
2010-09-02,22.6375,Izmir
2010-09-03,23.83333333,Izmir
2010-09-04,23.875,Izmir
2010-09-05,25.475,Izmir
2010-09-06,25.025,Izmir
2010-09-07,24.82083333,Izmir
2010-09-08,25.24166667,Izmir
2010-09-09,26.19166667,Izmir
2010-09-10,27.0625,Izmir
2010-09-11,25.675,Izmir
2010-09-12,22.84166667,Izmir
2010-09-13,22.97916667,Izmir
2010-09-14,23.2375,Izmir
2010-09-15,24.15416667,Izmir
2010-09-16,24.40833333,Izmir
2010-09-17,24.29166667,Izmir
2010-09-18,24.93333333,Izmir
2010-09-19,24.81666667,Izmir
2010-09-20,26.32083333,Izmir
2010-09-21,23.39583333,Izmir
2010-09-22,21.9,Izmir
2010-09-23,24.14583333,Izmir
2010-09-24,23.12083333,Izmir
2010-09-25,24.27083333,Izmir
2010-09-26,25.19166667,Izmir
2010-09-27,23.60833333,Izmir
2010-09-28,23.6125,Izmir
2010-09-29,25.00416667,Izmir
2010-09-30,22.9375,Izmir
2010-10-01,21.17083333,Izmir
2010-10-02,20.65833333,Izmir
2010-10-03,19.22083333,Izmir
2010-10-04,19.26666667,Izmir
2010-10-05,19.55416667,Izmir
2010-10-06,19.6875,Izmir
2010-10-07,18.2,Izmir
2010-10-08,14.575,Izmir
2010-10-09,13.32083333,Izmir
2010-10-10,15.61666667,Izmir
2010-10-11,18.6,Izmir
2010-10-12,17.95,Izmir
2010-10-13,21.37083333,Izmir
2010-10-14,21.80416667,Izmir
2010-10-15,19.275,Izmir
2010-10-16,18.81666667,Izmir
2010-10-17,19.125,Izmir
2010-10-18,19.0625,Izmir
2010-10-19,19.6875,Izmir
2010-10-20,18.82083333,Izmir
2010-10-21,19.67916667,Izmir
2010-10-22,16.02083333,Izmir
2010-10-23,14.80833333,Izmir
2010-10-24,15.67083333,Izmir
2010-10-25,16.67083333,Izmir
2010-10-26,19.30833333,Izmir
2010-10-27,19.6625,Izmir
2010-10-28,16.07916667,Izmir
2010-10-29,11.675,Izmir
2010-10-30,10.75833333,Izmir
2010-10-31,12.83333333,Izmir
2010-11-01,13.30833333,Izmir
2010-11-02,14.2625,Izmir
2010-11-03,15.60416667,Izmir
2010-11-04,15.13333333,Izmir
2010-11-05,16.6125,Izmir
2010-11-06,16.7,Izmir
2010-11-07,15.70833333,Izmir
2010-11-08,16.90833333,Izmir
2010-11-09,19.1125,Izmir
2010-11-10,19.39166667,Izmir
2010-11-11,18.35,Izmir
2010-11-12,15.9125,Izmir
2010-11-13,17.64166667,Izmir
2010-11-14,19.25,Izmir
2010-11-15,18.05416667,Izmir
2010-11-16,16.4375,Izmir
2010-11-17,16.11666667,Izmir
2010-11-18,15.47916667,Izmir
2010-11-19,16.5125,Izmir
2010-11-20,15.27083333,Izmir
2010-11-21,14.8625,Izmir
2010-11-22,13.7625,Izmir
2010-11-23,16.82916667,Izmir
2010-11-24,16.45,Izmir
2010-11-25,16.09583333,Izmir
2010-11-26,16.3,Izmir
2010-11-27,18.65416667,Izmir
2010-11-28,19.13333333,Izmir
2010-11-29,19.02083333,Izmir
2010-11-30,18.77083333,Izmir
2010-12-01,17.9125,Izmir
2010-12-02,18.37083333,Izmir
2010-12-03,17.5375,Izmir
2010-12-04,17.37083333,Izmir
2010-12-05,13.45,Izmir
2010-12-06,8.645833333,Izmir
2010-12-07,9.5125,Izmir
2010-12-08,12.25416667,Izmir
2010-12-09,15.80416667,Izmir
2010-12-10,10.825,Izmir
2010-12-11,3.345833333,Izmir
2010-12-12,3.179166667,Izmir
2010-12-13,4.2,Izmir
2010-12-14,9.029166667,Izmir
2010-12-15,8.041666667,Izmir
2010-12-16,9.691666667,Izmir
2010-12-17,9.4875,Izmir
2010-12-18,10.275,Izmir
2010-12-19,12.54166667,Izmir
2010-12-20,13.91666667,Izmir
2010-12-21,14.2,Izmir
2010-12-22,13.62083333,Izmir
2010-12-23,13.3375,Izmir
2010-12-24,13.825,Izmir
2010-12-25,16.3,Izmir
2010-12-26,15.85,Izmir
2010-12-27,15.00416667,Izmir
2010-12-28,13.10416667,Izmir
2010-12-29,8.866666667,Izmir
2010-12-30,6.575,Izmir
2010-12-31,4.929166667,Izmir
2011-01-01,5.070833333,Izmir
2011-01-02,7.179166667,Izmir
2011-01-03,9.991666667,Izmir
2011-01-04,7.25,Izmir
2011-01-05,5.970833333,Izmir
2011-01-06,4.970833333,Izmir
2011-01-07,4.458333333,Izmir
2011-01-08,4.583333333,Izmir
2011-01-09,7.091666667,Izmir
2011-01-10,7.545833333,Izmir
2011-01-11,8.7875,Izmir
2011-01-12,10.4,Izmir
2011-01-13,10.51666667,Izmir
2011-01-14,9.304166667,Izmir
2011-01-15,8.7,Izmir
2011-01-16,8.525,Izmir
2011-01-17,7.991666667,Izmir
2011-01-18,6.783333333,Izmir
2011-01-19,6.466666667,Izmir
2011-01-20,8.529166667,Izmir
2011-01-21,11.18333333,Izmir
2011-01-22,11.25833333,Izmir
2011-01-23,11.95,Izmir
2011-01-24,11.33333333,Izmir
2011-01-25,7.85,Izmir
2011-01-26,5.916666667,Izmir
2011-01-27,6.8625,Izmir
2011-01-28,4.966666667,Izmir
2011-01-29,6.004166667,Izmir
2011-01-30,4.970833333,Izmir
2011-01-31,3.916666667,Izmir
2011-02-01,3.05,Izmir
2011-02-02,3.170833333,Izmir
2011-02-03,5.75,Izmir
2011-02-04,5.120833333,Izmir
2011-02-05,6.691666667,Izmir
2011-02-06,8.566666667,Izmir
2011-02-07,8.3625,Izmir
2011-02-08,9.570833333,Izmir
2011-02-09,9.366666667,Izmir
2011-02-10,7.025,Izmir
2011-02-11,6.133333333,Izmir
2011-02-12,8.770833333,Izmir
2011-02-13,10.11666667,Izmir
2011-02-14,9.670833333,Izmir
2011-02-15,8.75,Izmir
2011-02-16,6.016666667,Izmir
2011-02-17,8.725,Izmir
2011-02-18,12,Izmir
2011-02-19,11.925,Izmir
2011-02-20,8.7875,Izmir
2011-02-21,7.779166667,Izmir
2011-02-22,10.075,Izmir
2011-02-23,10.69166667,Izmir
2011-02-24,11.14583333,Izmir
2011-02-25,8.766666667,Izmir
2011-02-26,6.6375,Izmir
2011-02-27,7.054166667,Izmir
2011-02-28,7.195833333,Izmir
2011-03-01,7.833333333,Izmir
2011-03-02,8.325,Izmir
2011-03-03,10.28333333,Izmir
2011-03-04,7.870833333,Izmir
2011-03-05,8.4875,Izmir
2011-03-06,9.579166667,Izmir
2011-03-07,6.966666667,Izmir
2011-03-08,3.658333333,Izmir
2011-03-09,3.033333333,Izmir
2011-03-10,3.070833333,Izmir
2011-03-11,5.3625,Izmir
2011-03-12,7.479166667,Izmir
2011-03-13,10.32916667,Izmir
2011-03-14,11.11666667,Izmir
2011-03-15,11.91666667,Izmir
2011-03-16,12.1875,Izmir
2011-03-17,12.79583333,Izmir
2011-03-18,12.14583333,Izmir
2011-03-19,13.57916667,Izmir
2011-03-20,12.50833333,Izmir
2011-03-21,9.316666667,Izmir
2011-03-22,7.304166667,Izmir
2011-03-23,7.470833333,Izmir
2011-03-24,9.2,Izmir
2011-03-25,11.7125,Izmir
2011-03-26,12.73333333,Izmir
2011-03-27,13.79166667,Izmir
2011-03-28,13.32916667,Izmir
2011-03-29,14.27083333,Izmir
2011-03-30,14.64166667,Izmir
2011-03-31,14.08333333,Izmir
2011-04-01,14.49166667,Izmir
2011-04-02,11.94166667,Izmir
2011-04-03,11.25833333,Izmir
2011-04-04,10.50833333,Izmir
2011-04-05,11.7125,Izmir
2011-04-06,11.99583333,Izmir
2011-04-07,12.35,Izmir
2011-04-08,13.63333333,Izmir
2011-04-09,15.62916667,Izmir
2011-04-10,14.75416667,Izmir
2011-04-11,10.7625,Izmir
2011-04-12,10.25416667,Izmir
2011-04-13,13.92083333,Izmir
2011-04-14,12.8125,Izmir
2011-04-15,12.54583333,Izmir
2011-04-16,14.41666667,Izmir
2011-04-17,13.925,Izmir
2011-04-18,12.87916667,Izmir
2011-04-19,11.02916667,Izmir
2011-04-20,11.82083333,Izmir
2011-04-21,11.46666667,Izmir
2011-04-22,11.54583333,Izmir
2011-04-23,10.50416667,Izmir
2011-04-24,11.27083333,Izmir
2011-04-25,12.43333333,Izmir
2011-04-26,15.2625,Izmir
2011-04-27,15.30833333,Izmir
2011-04-28,15.81666667,Izmir
2011-04-29,15.86666667,Izmir
2011-04-30,16.40416667,Izmir
2011-05-01,17.875,Izmir
2011-05-02,18.05833333,Izmir
2011-05-03,18.28333333,Izmir
2011-05-04,17.625,Izmir
2011-05-05,17.28333333,Izmir
2011-05-06,13.4625,Izmir
2011-05-07,13.625,Izmir
2011-05-08,15.30833333,Izmir
2011-05-09,16.13333333,Izmir
2011-05-10,15.225,Izmir
2011-05-11,15.49166667,Izmir
2011-05-12,14.4,Izmir
2011-05-13,15.70416667,Izmir
2011-05-14,17.55833333,Izmir
2011-05-15,19.58333333,Izmir
2011-05-16,20.12083333,Izmir
2011-05-17,20.13333333,Izmir
2011-05-18,20.11666667,Izmir
2011-05-19,18.675,Izmir
2011-05-20,19.02916667,Izmir
2011-05-21,20.525,Izmir
2011-05-22,21.64583333,Izmir
2011-05-23,22.8,Izmir
2011-05-24,23.175,Izmir
2011-05-25,23.68333333,Izmir
2011-05-26,23.0125,Izmir
2011-05-27,22.025,Izmir
2011-05-28,20.82916667,Izmir
2011-05-29,20.77083333,Izmir
2011-05-30,20.92083333,Izmir
2011-05-31,21.6875,Izmir
2011-06-01,21.9625,Izmir
2011-06-02,22.85833333,Izmir
2011-06-03,23.61666667,Izmir
2011-06-04,23.59166667,Izmir
2011-06-05,23.9,Izmir
2011-06-06,25.04166667,Izmir
2011-06-07,24.60416667,Izmir
2011-06-08,27.32916667,Izmir
2011-06-09,27.175,Izmir
2011-06-10,24.62083333,Izmir
2011-06-11,23.85833333,Izmir
2011-06-12,23.62916667,Izmir
2011-06-13,23.10416667,Izmir
2011-06-14,23.7625,Izmir
2011-06-15,23.64583333,Izmir
2011-06-16,22.75833333,Izmir
2011-06-17,23.35416667,Izmir
2011-06-18,24.31666667,Izmir
2011-06-19,24.9,Izmir
2011-06-20,26.89166667,Izmir
2011-06-21,26.575,Izmir
2011-06-22,26.15416667,Izmir
2011-06-23,27.20416667,Izmir
2011-06-24,27.89583333,Izmir
2011-06-25,27.725,Izmir
2011-06-26,23.63333333,Izmir
2011-06-27,23.04583333,Izmir
2011-06-28,22.29166667,Izmir
2011-06-29,22.39166667,Izmir
2011-06-30,23.84166667,Izmir
2011-07-01,25.24166667,Izmir
2011-07-02,25.80833333,Izmir
2011-07-03,26.125,Izmir
2011-07-04,25.5875,Izmir
2011-07-05,26.42083333,Izmir
2011-07-06,27.2375,Izmir
2011-07-07,27.70833333,Izmir
2011-07-08,29.32083333,Izmir
2011-07-09,29.77083333,Izmir
2011-07-10,30.1,Izmir
2011-07-11,30.04583333,Izmir
2011-07-12,29.09583333,Izmir
2011-07-13,29.24583333,Izmir
2011-07-14,29.35,Izmir
2011-07-15,29.75833333,Izmir
2011-07-16,29.89583333,Izmir
2011-07-17,29.99583333,Izmir
2011-07-18,31.0875,Izmir
2011-07-19,31.2625,Izmir
2011-07-20,31.05416667,Izmir
2011-07-21,28.01666667,Izmir
2011-07-22,28.09166667,Izmir
2011-07-23,29,Izmir
2011-07-24,29.19583333,Izmir
2011-07-25,28.575,Izmir
2011-07-26,27.775,Izmir
2011-07-27,27.8875,Izmir
2011-07-28,30.65416667,Izmir
2011-07-29,28.25,Izmir
2011-07-30,29.21666667,Izmir
2011-07-31,29.175,Izmir
2011-08-01,29.07916667,Izmir
2011-08-02,28.93333333,Izmir
2011-08-03,28.15416667,Izmir
2011-08-04,28.4125,Izmir
2011-08-05,29.09583333,Izmir
2011-08-06,27.39166667,Izmir
2011-08-07,27.56666667,Izmir
2011-08-08,28.48333333,Izmir
2011-08-09,28.50833333,Izmir
2011-08-10,28.4125,Izmir
2011-08-11,24.54166667,Izmir
2011-08-12,24.65,Izmir
2011-08-13,26.35416667,Izmir
2011-08-14,27.95,Izmir
2011-08-15,28.58333333,Izmir
2011-08-16,29.175,Izmir
2011-08-17,30.06666667,Izmir
2011-08-18,29.19166667,Izmir
2011-08-19,26.49166667,Izmir
2011-08-20,26.1125,Izmir
2011-08-21,27.30416667,Izmir
2011-08-22,28.08333333,Izmir
2011-08-23,28.13333333,Izmir
2011-08-24,28.25833333,Izmir
2011-08-25,28.45,Izmir
2011-08-26,27.50833333,Izmir
2011-08-27,28.01666667,Izmir
2011-08-28,26.91666667,Izmir
2011-08-29,26.325,Izmir
2011-08-30,25.39583333,Izmir
2011-08-31,26.32083333,Izmir
2011-09-01,27.53333333,Izmir
2011-09-02,27.9875,Izmir
2011-09-03,27.97916667,Izmir
2011-09-04,27.14166667,Izmir
2011-09-05,27.2625,Izmir
2011-09-06,26.3875,Izmir
2011-09-07,25.04166667,Izmir
2011-09-08,25.55416667,Izmir
2011-09-09,26.25833333,Izmir
2011-09-10,27.85,Izmir
2011-09-11,26.56666667,Izmir
2011-09-12,26.12916667,Izmir
2011-09-13,27.1625,Izmir
2011-09-14,27.7125,Izmir
2011-09-15,26.74583333,Izmir
2011-09-16,27.32083333,Izmir
2011-09-17,28.42083333,Izmir
2011-09-18,27.85416667,Izmir
2011-09-19,24.50833333,Izmir
2011-09-20,26.00416667,Izmir
2011-09-21,22.89166667,Izmir
2011-09-22,21.0125,Izmir
2011-09-23,22.64166667,Izmir
2011-09-24,21.9,Izmir
2011-09-25,22.87916667,Izmir
2011-09-26,21.89583333,Izmir
2011-09-27,21.60833333,Izmir
2011-09-28,21.72083333,Izmir
2011-09-29,21.675,Izmir
2011-09-30,20.14583333,Izmir
2011-10-01,19.2,Izmir
2011-10-02,20.54166667,Izmir
2011-10-03,20.9375,Izmir
2011-10-04,20.75416667,Izmir
2011-10-05,21.04166667,Izmir
2011-10-06,21.00416667,Izmir
2011-10-07,20.81666667,Izmir
2011-10-08,20.6375,Izmir
2011-10-09,20.34166667,Izmir
2011-10-10,17.35416667,Izmir
2011-10-11,16.59583333,Izmir
2011-10-12,16.54583333,Izmir
2011-10-13,18.3,Izmir
2011-10-14,18.25,Izmir
2011-10-15,15.85416667,Izmir
2011-10-16,11.55833333,Izmir
2011-10-17,9.245833333,Izmir
2011-10-18,10.95416667,Izmir
2011-10-19,12.25416667,Izmir
2011-10-20,13.6875,Izmir
2011-10-21,14.89166667,Izmir
2011-10-22,14.35416667,Izmir
2011-10-23,14.55,Izmir
2011-10-24,14.975,Izmir
2011-10-25,14.55,Izmir
2011-10-26,13.79583333,Izmir
2011-10-27,12.1875,Izmir
2011-10-28,11.95,Izmir
2011-10-29,11.67916667,Izmir
2011-10-30,11.12083333,Izmir
2011-10-31,10.9,Izmir
2011-11-01,11.61666667,Izmir
2011-11-02,11.55,Izmir
2011-11-03,11.5,Izmir
2011-11-04,10.71666667,Izmir
2011-11-05,11.22083333,Izmir
2011-11-06,12.20833333,Izmir
2011-11-07,12.49583333,Izmir
2011-11-08,11.69166667,Izmir
2011-11-09,11.8875,Izmir
